DeviceID,TypeofDevice,SoftwareVersion,Patched,ManagementGroupEmail,GroupID
ef87f1f8-d847-4d85-ad17-8f8c23a7aec0,Mobile Device,Java Platform Java 11,No,butlersara@jensen.com,11
785272c3-3b86-4d7e-8a0d-7c470d389cfc,Mobile Device,Mozilla Firefox 78,No,amyfischer@cook-fernandez.net,12
2fa2ac45-74fe-4188-a392-66eb57c612b1,Mobile Device,Cold Fusion 2018,No,shaneburch@dennis-dillon.com,17
0f3b4b39-72e3-4f52-b9c3-3c57e4808c04,Laptop,Adobe Acrobat 2021,Yes,mary56@stuart.net,18
91bad56e-8cf0-415d-9901-f159edc42dc2,Server,Mozilla Firefox 79,No,donald17@malone-hernandez.com,11
9e7e0984-3c0b-4a10-864a-39d671657fd3,Laptop,Microsoft Office 2019,Yes,derek68@moore.com,6
ca35d2e9-78a9-4657-91bd-3ec3d864ca7c,Laptop,Microsoft Windows 11,Yes,padillachristopher@maddox.com,14
eebc1716-b619-438b-bbff-42b2aeb4b752,Server,Mozilla Firefox 79,Yes,dana09@jackson-smith.net,5
de50bb84-3c9d-4401-a81c-8d28be1901ad,Laptop,VPN Software v1.0,No,zrangel@reynolds.com,4
39be4c2a-35a9-4107-a50e-66901c48e54e,Server,Google Chrome 91,Yes,crystalrobertson@gray-romero.com,14
5fe04c6d-3fbf-454e-aa13-330e89d0643e,Server,Google Chrome 91,No,xrich@johnson.com,6
5136aa2d-3efe-425b-9df7-680ed3d8c1a6,Laptop,Apple macOS Big Sur,No,kpham@taylor.com,12
a6335d1a-161e-4257-adb8-b4b640bfd8cc,Mobile Device,VPN Software v2.0,Yes,pmoore@richmond.com,11
98fa76ea-ee67-4a68-884b-b2c8fbc3fc1d,Mobile Device,Microsoft Windows 11,No,ijones@kirk.info,19
8a7aea20-5775-43e7-999d-e3be41b45d7a,Mobile Device,Apple macOS Monterey,No,bryangonzalez@smith.net,15
25a36035-4263-4836-99b1-c9e4bbcfa426,Server,Apple iOS 14,No,chavezjennifer@walker-lopez.org,14
37b0ac4a-c6ed-4421-a3be-9ac7dfef1192,Server,Microsoft Office 365,Yes,shannon59@washington-manning.com,6
196bb3bb-93cf-420f-908b-bfbef826c1dc,Mobile Device,Adobe Acrobat 2022,Yes,amber27@castillo.org,19
770c991d-59e9-496f-a4a3-0bafc7dcfa25,Server,Microsoft SQL Server 2019,Yes,michaelwagner@daniel.com,2
b9332ef4-7e56-4162-8d6f-44328898da61,Server,Microsoft SQL Server 2022,No,hmalone@mejia.org,2
3584533c-45e6-40e9-b787-a49eb08088ba,Mobile Device,Java Platform Java 8,No,erusso@webster.com,2
7c1229e9-d6b1-429c-98ab-46c7702c7400,Server,Microsoft Windows 11,Yes,taraayers@haney.net,2
1903a3ec-00f4-4253-81f6-eb20a594a86c,Laptop,Adobe Acrobat 2022,No,pattersontimothy@mitchell-gibson.org,1
f360f058-7ab3-4f4c-a545-b29196082d4c,Mobile Device,Apple iOS 15,Yes,yalvarado@christian-byrd.net,7
f2b39459-b2d8-49bf-b0f6-0067e5d84bce,Mobile Device,Adobe Acrobat 2022,No,brianna14@lopez-hicks.net,2
fc4e931e-eff0-4085-b147-8ed8f1cf76b9,Mobile Device,Adobe Acrobat 2021,No,alexander21@thompson.info,10
52affb06-7f3d-428b-a208-537625b5bdfc,Mobile Device,Microsoft Windows 10,No,rickyyoung@stewart-ryan.com,17
fce5d1d5-ca48-46e4-ad39-a31741cba805,Mobile Device,Microsoft Project 2019,No,kalvarez@ruiz-hughes.com,9
c16f0b34-dbed-4a29-8850-8a5c452cb719,Server,Adobe Acrobat 2021,No,hwells@garza.net,4
abbd1ea6-3684-4a61-b02c-21e27191a4e6,Laptop,Microsoft Project 2019,No,joseph54@mccormick.com,4
958c80a5-195b-49e5-a877-e1f8cc7044a8,Server,Microsoft SQL Server 2022,No,robertprice@miller-berry.com,15
77364fd5-97f6-47ec-a865-c18657b6d33f,Mobile Device,Microsoft Office 365,Yes,bryantbryan@tucker.info,14
b9de42e0-b933-462a-be3b-e14197a53bda,Mobile Device,Microsoft Windows 11,No,rjones@martin.com,19
e2eeff0d-6d39-460a-84ad-34fdb0f18677,Server,Apple macOS Big Sur,Yes,weaverduane@hill.info,3
4bf18b93-ea34-41fb-a97b-0e7de6125b40,Server,Google Chrome 91,No,jenningsjamie@singh-hudson.com,18
c7029c98-953b-457f-a025-7441f0d64a34,Laptop,Apple macOS Big Sur,Yes,joanne94@smith.com,8
9a899034-8b2c-4160-bc43-06c7be205dd2,Laptop,VPN Software v2.0,No,hamiltonjeffrey@jones.com,13
451f4a84-c75e-4575-878d-ee802188e6bd,Laptop,Microsoft Office 365,No,princechristopher@butler.com,6
3b1c1323-5fcc-4d0e-b78a-d0fac6816ec0,Mobile Device,Apple macOS Big Sur,Yes,xgomez@king.com,11
4eda7911-46e1-4d63-b825-be47ce0dd6dc,Laptop,Mozilla Firefox 79,No,rhodesjohn@alexander.com,6
01fe7768-e8ff-4163-88d1-f5e5a156dcd4,Server,Apple macOS Big Sur,Yes,rebecca26@cook.com,10
5534e19d-1509-4f87-9ec8-38fdd77872dc,Server,Apple macOS Monterey,No,sheri27@hall.com,7
4ee9538c-59c7-47fe-b517-d60f26d96650,Laptop,Mozilla Firefox 78,No,ericascott@glenn-deleon.com,2
596c98ea-39f7-4e2e-864b-eb10af37b352,Laptop,Microsoft Office 2019,Yes,arojas@ramos.net,18
72a0e68a-249d-46ed-8e09-063ac82510fd,Laptop,VPN Software v2.0,No,deborahburke@ray.net,3
647b4332-10c0-4adb-9e15-532c2e2fd037,Laptop,Adobe Acrobat 2022,No,nthomas@casey.info,20
0b7b7885-f7a0-41bf-bc6d-d15546b23594,Laptop,Adobe Acrobat 2022,No,tapialisa@oliver.com,1
1c1f750f-870a-4c99-a6a8-f38da51b2520,Server,Java Platform Java 8,Yes,mrichards@hansen-rodriguez.net,3
5cba2c12-d038-4f48-a484-32beb60e5efe,Mobile Device,Microsoft SQL Server 2022,Yes,ubautista@flores.com,1
569e66d6-2ce0-49e6-a641-f6adaf3a40cd,Laptop,Microsoft SQL Server 2022,No,astanton@trevino.com,4
3237add6-4e86-461d-94d4-86b9774827c7,Mobile Device,Adobe Acrobat 2021,Yes,mendozakaitlin@ramos.net,20
41dd2097-6e83-4026-977d-7822f0e2181b,Laptop,Linux Ubuntu 20.04,No,xyates@owens.com,10
3aa09b8d-4fa0-4f31-b83b-ea1b5a3e5922,Server,Microsoft Project 2019,Yes,blake29@boyle-bolton.biz,2
32220371-38b0-4c3c-b639-be31623fd93b,Server,Microsoft Office 2019,Yes,jamesperez@scott.com,11
cbf85ff6-b61a-40a7-958e-50d72a0417e7,Mobile Device,Mozilla Firefox 78,Yes,barbara92@cardenas-stevenson.biz,12
0f137ac9-fae7-4bb8-853d-dd9a4bfba830,Laptop,Java Platform Java 8,No,uhansen@baker.com,20
a8c58463-939e-4c12-b7c2-3c0bd9384ace,Mobile Device,Microsoft Office 365,No,miguelcampbell@carter-zuniga.com,17
483939b4-0efb-4eac-ac55-ae02634aae30,Laptop,Adobe Acrobat 2022,No,brittney44@hodge.net,8
ac656a43-3787-43ab-b51a-da94127bb5a6,Laptop,Apple macOS Big Sur,Yes,brian57@robertson-tucker.org,18
623120bc-3212-482c-8359-ae40b3fb04b9,Mobile Device,Google Chrome 90,No,qturner@guerrero.biz,1
4655ee28-f2fd-407f-aefb-6653c62c6e89,Laptop,Microsoft SQL Server 2022,No,tracey36@snyder.com,9
990c4f3e-caf8-4f31-969c-be10aebad323,Server,VPN Software v1.0,No,dbenson@rowe.com,9
b9278cfb-bc6f-42ae-9be1-30f72db3f6f9,Mobile Device,Cold Fusion 2021,Yes,coxmegan@atkinson.com,12
7bac9c9b-a07f-4ec4-8baa-6f98243f6332,Laptop,Java Platform Java 8,No,swallace@walters.com,18
5296efba-7cb6-4b16-854b-7ea9db7cda85,Mobile Device,Google Chrome 91,Yes,cohenalexandra@downs.net,20
1dc4c6e6-a90c-4d1e-9ae1-94b944a0e45b,Mobile Device,Microsoft Office 365,No,dunnwilliam@peterson.info,5
8bf15b36-970e-4d48-b2ba-8365629fab89,Mobile Device,Adobe Acrobat 2022,Yes,golson@heath-harris.com,1
73257994-b062-4978-b7ac-dd17619bcc44,Laptop,Adobe Acrobat 2021,Yes,yjohnson@sweeney.com,6
9d3aa647-de71-420c-8904-b1f11127f368,Server,Microsoft SQL Server 2022,No,mary55@white-dixon.com,4
99a4f481-2e2d-4528-9b88-b83766c6532a,Server,Microsoft Project 2021,Yes,michelle20@soto-king.com,19
8d7290dd-878b-4647-9caf-b9a0b07794e8,Server,Linux RedHat 8,Yes,shelley49@bradley-smith.com,3
9792600b-13de-4136-b524-ab0f4c655103,Mobile Device,Adobe Acrobat 2022,Yes,baldwinkayla@harding.com,7
c343efb4-cd55-4b90-bcac-9130dc460c20,Server,Apple iOS 15,Yes,mary57@miller.com,14
a7b222f5-d1b2-4014-9292-c692f38fd1b6,Mobile Device,Adobe Acrobat 2021,Yes,pjohnson@howell-black.com,9
6ce24517-0ce6-4778-862b-8819593edfc5,Mobile Device,Apple iOS 14,No,melissahansen@bean-shaw.info,14
f25c3302-20cb-401f-8ae6-2fcbfd6afe94,Laptop,Microsoft Office 2019,Yes,collinsheather@palmer-wolf.com,18
b6dd6f25-d9f3-4519-87d5-d249e829d1b7,Server,Microsoft Windows 11,Yes,ayerstara@fowler.com,4
71961523-b7e4-4a5c-a0a8-2ccb4c1a252e,Mobile Device,Microsoft Windows 10,Yes,iwhitney@klein.info,10
c47a7bf8-34e4-4b91-9c97-b3e72d21653f,Mobile Device,Java Platform Java 8,Yes,matthewholt@munoz-stanley.biz,6
bfa9f262-a52e-4091-a575-f3dc22db0b53,Mobile Device,Microsoft SQL Server 2022,Yes,gonzalezmichael@white-singleton.biz,3
9673c055-d4b4-4c9a-9260-6346ed577f6b,Laptop,Linux RedHat 8,No,thompsoncynthia@king.com,1
d410bdb6-2a7f-4f39-b4a8-895460d6c598,Mobile Device,Cold Fusion 2021,No,harmonmary@kirby-freeman.biz,10
afcfb6af-0446-45a1-996c-42013f33d607,Server,Cold Fusion 2018,Yes,cstein@collier.org,5
e7a79a3a-5e52-46e2-81a6-a07bb9e0176e,Mobile Device,Adobe Acrobat 2022,Yes,brownsamuel@carpenter.com,3
ba7c9511-30a7-4635-975c-3880bccc863a,Laptop,Linux Ubuntu 20.04,Yes,agibbs@reynolds.com,12
9f7a0741-40ca-491c-bddd-8e2dfa4775e7,Mobile Device,Microsoft Project 2021,No,melanie82@houston.com,15
4ebfbe19-8ded-41bc-b3b6-532729c9952e,Laptop,Microsoft Office 2019,No,cooperelizabeth@johnson-baker.com,16
fc410c80-f612-4263-a2c4-c44299b4e387,Mobile Device,Mozilla Firefox 78,Yes,wbrooks@smith-gomez.com,12
eb32f04d-32b6-4a6a-ae31-88c4915cada9,Mobile Device,Microsoft SQL Server 2019,No,awhite@murray.com,11
dce8e47f-fbcc-4f67-bca2-d34f1ac2a0ee,Server,VPN Software v1.0,Yes,carrollanna@navarro.com,20
df02401b-cfcd-4556-af31-7ee336c17118,Server,Apple macOS Monterey,Yes,jeanette14@johnson-adams.com,14
0de101d5-2e56-448f-872e-9b932d275f60,Mobile Device,Apple macOS Monterey,No,martinamanda@brandt.com,10
9d4125b5-c04f-401b-ac0e-52a91d3d3021,Mobile Device,Cold Fusion 2021,No,jacksonortiz@lopez-williams.org,15
697df053-1b97-4aaa-8896-7b2348a16c54,Mobile Device,Cold Fusion 2021,Yes,michelle66@wong.com,20
e376f8ff-fbcd-446c-a448-7c2615ba0e19,Laptop,Java Platform Java 11,Yes,mathew36@nelson-johnson.com,1
7afd20c2-7091-4abe-b96d-51eb86f7b97e,Laptop,VPN Software v1.0,No,jaclyn60@ramos.org,3
7aa0c27c-d3cc-40d7-a4ff-11622e80290f,Mobile Device,Apple macOS Monterey,Yes,reedtammy@anderson.com,8
af92e14a-914c-49b2-ab1f-a7a79e1b8f20,Laptop,Microsoft SQL Server 2022,Yes,amartinez@robertson.net,1
66bfe5ff-1d1d-44c6-b796-e6b4c3f2d76a,Server,Apple macOS Big Sur,No,deannamills@allen.biz,2
a91c0f9a-e4f0-4900-a864-4fd4f5ea68e0,Mobile Device,Microsoft Office 2019,Yes,billycontreras@williams.com,10
5311ab86-c516-4611-a9a4-5997ca0d437c,Server,Adobe Acrobat 2021,No,pnichols@brown.com,13
8ff246dc-e22b-4317-b017-7532011df21a,Laptop,Google Chrome 90,No,vpatel@peterson.com,4
3755d16a-0297-4992-84f9-08f4d24f6435,Server,Mozilla Firefox 79,No,richard82@robinson.com,3
e6bf55db-69ff-491b-a3c9-1f71df6a826c,Laptop,Mozilla Firefox 79,No,justin58@pena.com,18
5be7f610-c4b4-4962-9654-892cbaa63b1b,Server,Cold Fusion 2018,No,richardmedina@brown-parker.org,11
99296f20-060c-4e77-9299-50c244ca30db,Server,Microsoft Office 2019,Yes,loliver@johnston.com,6
92bf6417-1f5f-42b2-af08-49a883b06446,Server,Google Chrome 90,No,toddanderson@harris-hill.com,8
c94f8256-7179-4349-91f5-801b456c7a66,Laptop,Microsoft Project 2021,Yes,michaelroberson@davila-espinoza.com,5
05fbc32e-7566-4fcd-b18f-3e32caa46efe,Mobile Device,Google Chrome 90,Yes,joshua16@wright.biz,12
5b4f99f0-3edf-4957-a5e9-086ef9cab7cc,Server,Adobe Acrobat 2021,Yes,damonsteele@mathews-hayes.com,17
b25e518a-1bf6-46a5-86fd-a1ea8b82aa31,Server,Microsoft Office 2019,No,coopercarrie@howard.net,8
739eee13-1afb-43a2-99d3-d235230ef748,Server,Microsoft Windows 11,Yes,dustin56@oneal.com,12
adaade02-1b35-47e0-aac4-214b878b3526,Laptop,Linux RedHat 8,Yes,austinreynolds@perkins-lee.com,1
a89b3e66-5cb7-47fd-b321-6c6af939a0a7,Server,Linux RedHat 8,No,codybeck@schwartz-bowman.com,18
d433b931-8b50-410a-9fa3-ec7758179473,Server,Microsoft Office 365,Yes,robertskevin@landry-scott.biz,12
09e95f68-8571-4277-91bf-bb4d3f15bb87,Mobile Device,Cold Fusion 2021,Yes,cclark@evans.biz,19
f4d707c0-e7ad-467f-b79f-953dc631bdf4,Laptop,Mozilla Firefox 78,Yes,fvaldez@bean.biz,10
9cb5d9e5-bf3f-43c3-8ce8-2b01c9590786,Mobile Device,Google Chrome 91,Yes,hubbardsierra@foley.com,18
5d73d399-eaa0-4c79-8f82-e8c4f115863d,Server,Microsoft Project 2019,No,mwolfe@gray-jimenez.info,17
2bab386e-a314-4262-8941-c35e7fddf0b2,Server,Apple iOS 15,No,mary61@reese-collins.com,12
fe53ff0a-9ec4-4149-98e6-f50f37af1b29,Server,Mozilla Firefox 78,No,martinezclayton@hughes.com,3
87123a77-0b1f-4570-ba5d-d36cbf090466,Mobile Device,Java Platform Java 11,Yes,victorcrawford@perry.biz,15
c20ef712-5d3c-4d08-8ca1-cc685a248866,Laptop,Microsoft Project 2019,Yes,elizabethcrawford@burns.com,2
bfe6a2e7-8d5f-4560-8151-07c1d9573aaa,Mobile Device,Mozilla Firefox 79,Yes,hayneslindsay@henderson-stephens.com,5
d60a49ed-4bb6-4870-af01-30751ebdda76,Mobile Device,Mozilla Firefox 79,No,jessicaknight@brown-briggs.info,3
d5888539-0275-4649-85d0-2884bc1e70ce,Mobile Device,Microsoft Office 2019,Yes,jamessamantha@strong.biz,6
52fa7daa-9f29-4842-8461-2e88cd6d7425,Laptop,Cold Fusion 2021,Yes,coxsean@horne-ross.com,1
63683129-5563-4a56-8a74-3c956adc0e3d,Laptop,Microsoft Project 2019,Yes,evansamanda@martinez.com,8
18e60e3b-1d83-43c5-8021-b4e71f0ad326,Laptop,Microsoft Project 2021,Yes,etrujillo@king.com,4
d9fe4244-8904-4b2b-936e-9acee50055eb,Laptop,Java Platform Java 8,No,craigcook@jackson-ashley.com,15
1c82e20d-72d0-49ba-bdc5-70648a931c16,Laptop,Microsoft SQL Server 2019,Yes,ofuller@alexander-harris.com,16
f2c9b84b-4a32-4304-876e-def6c1266891,Laptop,Microsoft Windows 11,Yes,melissabarnett@cobb.com,20
67707ba5-d5a8-4951-88cd-6c8985e9ed4f,Laptop,Linux Ubuntu 20.04,Yes,sarah95@fowler.com,16
7a9bdd81-b4b8-4fb6-b766-3592bfd61515,Mobile Device,Linux Ubuntu 20.04,Yes,richard98@rhodes.com,17
1f577c05-75f6-4c24-b2f9-a3dcbfd0625a,Mobile Device,Apple macOS Big Sur,Yes,adriennemcmillan@solomon.com,7
851e7e84-b571-4b48-8ea1-908e3770d916,Server,Apple macOS Big Sur,No,lisayoung@fry.org,5
c1bed4f5-5af8-415d-bac9-e6b32b29cada,Laptop,Apple macOS Big Sur,No,dsmith@wheeler.org,17
dd2a1fed-e209-4c89-9505-4cc06b17206d,Mobile Device,Cold Fusion 2021,No,lawrencesimpson@williamson.com,16
b3059155-d051-4894-9955-45f667b89cf7,Server,Apple macOS Monterey,No,salazartimothy@jenkins-riley.com,2
5679dca3-df3a-41bc-a15d-54a5f5898ada,Mobile Device,Microsoft Project 2019,No,haysbrandon@hayes.com,3
11771969-8e74-4121-b032-15bba1a4e350,Mobile Device,Apple macOS Big Sur,No,janet38@torres-medina.com,9
3897815b-c77b-482c-9c16-b2ecde3292f9,Server,Apple iOS 14,Yes,davidjohns@thompson.info,13
a68fc4ef-0951-4889-af80-4497460e94ec,Laptop,Mozilla Firefox 78,Yes,anthony69@shaw-gray.com,6
472921f4-4aae-485b-aa38-612cb4cd2d47,Laptop,Java Platform Java 8,Yes,michaelsmith@little-collins.com,17
e3ce3e34-baee-4a8a-b3dd-248921788a3a,Mobile Device,Google Chrome 91,Yes,theodore31@jackson-carr.com,2
d2ec39e9-3014-452d-a1c4-e98a3b4eff30,Laptop,Google Chrome 91,Yes,scott67@smith-morris.org,3
726e74a0-8e50-4dbc-95b8-b600f48a1342,Laptop,Adobe Acrobat 2022,No,mccarthybrian@huffman-mclaughlin.net,6
d636fb04-88ff-44f2-abf1-25ab3a3828c6,Laptop,Cold Fusion 2021,No,djuarez@anderson.com,13
02389f52-993a-48d8-8d28-79cba4f16d69,Server,Apple iOS 15,No,jefferybrooks@mcgrath-ray.biz,14
